portal,joinKeys,tableSize,leftTableDataset,leftTableID,leftTableEncoding,leftColumnIndex,rightTableDataset,rightTableID,rightTableEncoding,rightColumnIndex,scoreThreshold,isSameDataset,hasSameColumnName,expRatio,Join Annotation***,Domain/Topic,Data Type of Join Columns**
US,key-nonkey,10<r<100,https://catalog.data.gov/dataset/99ba045c-29bc-4334-b401-7b87347abffc,3a2b4408-07f4-466e-8e7a-8fa59cda7b0b,ascii,1,https://catalog.data.gov/dataset/0eeeccdd-e0ad-4baa-bce7-7af9aba81bfb,7b857b6e-f24c-4a01-bd9b-13fce0a23d17,UTF-8-SIG,1,0.9,FALSE,FALSE,0.923076923,0,Zoning Map vs SMART Bus,incremental integer
US,key-nonkey,10<r<100,https://catalog.data.gov/dataset/1fc9dd3f-7897-4c58-9dda-aae0a3655ab5,b2abf5ee-c36c-4645-8e49-96e4cb07cba9,utf-8,2,https://catalog.data.gov/dataset/177a5adc-079f-4c54-a102-61db05d138b4,c0f25ebf-d387-4a56-b712-a6a47fd2e806,UTF-8-SIG,2,0.9,FALSE,FALSE,1,0,Diseases vs Polling Places,incremental integer
US,key-nonkey,10<r<100,https://catalog.data.gov/dataset/092dec56-62c7-442f-9e06-0bc107c63dcd,923383c1-d753-45fb-80de-ef038e135102,UTF-8-SIG,0,https://catalog.data.gov/dataset/0eb87b06-c9f5-4cfd-b896-11995ec89374,d54d585b-b03e-4bc3-abd8-310a8c141651,ascii,0,0.9,FALSE,FALSE,1,0,Michigan School Test vs NYC Maths Test,incremental integer
US,key-nonkey,10<r<100,https://catalog.data.gov/dataset/f77cd948-609c-42c6-841c-3565fdd001b0,05560ff6-71cb-4287-b099-cd0e7c154bbd,ascii,0,https://catalog.data.gov/dataset/556a595a-c324-4ea6-8de3-d12d90358451,77bef404-317e-4712-a9d9-33469608bee3,UTF-8-SIG,3,0.9,FALSE,FALSE,0.923913044,0,Loans vs Gardening,incremental integer
US,key-nonkey,10<r<100,https://catalog.data.gov/dataset/5446086a-6e88-4fd8-a143-d6f44c333191,63f22dc4-ed77-47e5-9bde-4d8b0473d0e8,ascii,1,https://catalog.data.gov/dataset/5b014235-a828-4048-bfa0-b30398a4a7bc,72635076-cd2f-49bb-897e-caefcf702888,ascii,1,1,FALSE,FALSE,1,0,Water years vs Property,date timestamp
US,key-key,100<r<1000,https://catalog.data.gov/dataset/bb4607a0-7d39-497a-9c05-7a281d4252df,3df00e3e-c50d-4619-9325-8b8a95f53914,ascii,0,https://catalog.data.gov/dataset/908d41f7-4bf6-4a10-969a-cc641d1c0f3a,8414aee7-6ce2-4dab-b573-4af1ab2e19ad,ascii,0,0.9,FALSE,FALSE,0.935714286,0,Ambulances vs Tax,date timestamp
US,key-key,100<r<1000,https://catalog.data.gov/dataset/a5e90c7d-9a2b-4527-915e-797051c8aec0,22328e63-a8b1-4009-b08b-6ff407ea9856,UTF-8-SIG,0,https://catalog.data.gov/dataset/ad9dd4ad-59f5-432e-ae87-1c9b84f76439,ab8619e6-f12b-410d-aeb2-ee259526a508,UTF-8-SIG,0,0.9,FALSE,FALSE,0.993377483,0,Wildlife vs Land use,incremental integer
US,key-key,100<r<1000,https://catalog.data.gov/dataset/597f3ba0-4b2e-45a4-aa07-cc9a53d8f42e,16fa282b-cd36-48e3-a471-827879faeb46,ascii,0,https://catalog.data.gov/dataset/b5967900-cda5-4430-8d8a-da3771771b49,b5f0d759-8add-4c2b-b4b5-14a2597c1f80,UTF-8-SIG,2,0.9,FALSE,FALSE,0.941647597,0,Street name changes vs Open schools,incremental integer
US,key-key,100<r<1000,https://catalog.data.gov/dataset/1a121d7b-9cac-491d-b74a-768947dbbcee,2e31f19f-f304-434e-ac84-62a9bf7c5e5e,UTF-8-SIG,2,https://catalog.data.gov/dataset/cb5ea353-7be6-463a-9c38-6742d1608f32,7fda4b56-b650-4b05-b4ad-19258e06808b,ascii,1,0.9,FALSE,FALSE,0.978552279,0,Wildlife vs School,incremental integer
US,key-key,100<r<1000,https://catalog.data.gov/dataset/bcce098a-5932-4ff6-8f6e-d513b8f04cda,b0238588-72ca-4e84-9af8-518e4eabab2b,UTF-8-SIG,2,https://catalog.data.gov/dataset/f9c77f59-12e1-464c-97ed-7972e3ddb300,bc3cfbf8-1e0e-4a41-a5ed-fac8376527c0,UTF-8-SIG,0,0.9,FALSE,TRUE,0.957281553,0,Wells vs Groundwater,incremental integer
US,key-key,100<r<1000,https://catalog.data.gov/dataset/8eb03279-eb27-4b1a-a41d-2402b6300e64,1ac5e7c0-17c6-4db3-93d4-93cf1dd7ae53,ascii,0,https://catalog.data.gov/dataset/7c8f6cd9-620c-4ed7-956f-40229f7f14d3,810fb1ca-e4ac-47c9-acae-63361b72bc7b,ascii,0,1,FALSE,TRUE,1,2,Paleoclimatology,integer
US,key-key,100<r<1000,https://catalog.data.gov/dataset/223ea9e6-09a1-4df1-bb8b-8a4a7076cec3,3a43c64c-0397-4469-8628-9e323d575bc6,ascii,0,https://catalog.data.gov/dataset/2b2089a9-8e4f-4b61-91ff-33e985e5ab08,a44e9797-8b83-45df-9e61-31576053697c,ascii,1,0.9,FALSE,FALSE,0.932773109,0,Geology vs Traffic Cameras,integer
US,key-key,100<r<1000,https://catalog.data.gov/dataset/3c9a8973-433b-409d-b738-895c828fec23,6529b0f3-7e08-4ae9-96df-9687851ed60c,ascii,0,https://catalog.data.gov/dataset/bc98c880-fd12-4fb2-b9af-103025828cb8,db409b10-451e-4757-863b-841ab2eb25d3,UTF-8-SIG,0,0.9,FALSE,FALSE,0.950757576,0,Social Service vs Civil Division Boundaries,incremental integer
US,key-key,100<r<1000,https://catalog.data.gov/dataset/939d33a7-9379-4aaa-b062-cd0293898072,4c44e008-42ba-422b-94f9-904df47b9e1a,ascii,11,https://catalog.data.gov/dataset/20272646-af5c-4173-9417-2d62609ec714,e376a86c-efe9-45d0-af52-a759584739f2,ascii,11,0.9,FALSE,TRUE,0.980916031,0,School zones,integer
US,key-key,100<r<1000,https://catalog.data.gov/dataset/b836cb51-8b78-4911-a8ea-27c1c3a35e49,090bf67b-833a-4d93-95bb-c846fbf4b474,UTF-8-SIG,7,https://catalog.data.gov/dataset/71cf7b02-b685-46c5-9111-9aba713cd241,cbd81ceb-8806-43e5-9b11-db4b9265d548,UTF-8-SIG,0,0.9,FALSE,FALSE,0.96460177,0,Vermont Fisheries vs Habitat,incremental integer
US,key-key,100<r<1000,https://catalog.data.gov/dataset/6e43b3b6-7d1d-440c-ad85-14b848f39440,adfdc44f-6805-49a1-bfa7-bc26541a9310,UTF-8-SIG,1,https://catalog.data.gov/dataset/0de21e91-6b28-4a39-b441-0f559d88d619,d5907842-119a-44af-89b6-70e0577dc268,UTF-8-SIG,0,0.9,FALSE,TRUE,0.968847352,0,Map vs Climate,incremental integer
US,key-key,100<r<1000,https://catalog.data.gov/dataset/2e243caf-463a-40a4-9cde-05f61171156f,0b90e761-4e47-4fe0-8730-f27324009f5f,UTF-8-SIG,0,https://catalog.data.gov/dataset/c253367b-c18b-4894-ab11-10e98b486fe1,23999313-dd3b-4c09-9cd9-5dd0ffe5b56a,UTF-8-SIG,0,1,FALSE,TRUE,1,1,Fires,categorical string/char code
US,key-key,100<r<1000,https://catalog.data.gov/dataset/10515ed1-46e8-472a-bd50-f298953c9956,1b07d030-efc2-412b-8f0a-f7d4e166e5e4,UTF-8-SIG,4,https://catalog.data.gov/dataset/af83f2aa-302b-4951-add8-ffd2b7a04b28,acf853e9-e1b9-446e-b425-ec2d1f508904,ascii,0,0.9,FALSE,FALSE,0.983870968,0,Vermont Covid 19 hospitalization vs Maryland Covid 19 deaths,incremental integer
US,key-key,100<r<1000,https://catalog.data.gov/dataset/f3a5d8e3-0174-494d-8c43-0010bc76feba,5532eedf-aec3-4e92-8c69-5b0b02638cd0,utf-8,3,https://catalog.data.gov/dataset/db4aea80-e790-447a-a7c3-0693e6062bbd,d972c105-afd9-4598-a711-b6f35a37032d,ascii,2,0.9,FALSE,FALSE,0.975572519,2,Schools,string
US,key-key,100<r<1000,https://catalog.data.gov/dataset/322b35ed-4928-4819-ac80-a92a9148cbb8,29c7656b-a151-4e99-a2de-6b2c2f0746f8,UTF-8-SIG,13,https://catalog.data.gov/dataset/53c96226-10fd-42d7-81b1-b8392da886f2,d52b0ee4-77a3-4fe0-ac49-364eb5239127,UTF-8-SIG,0,0.9,FALSE,TRUE,0.963636364,0,Wildlife vs Environment,incremental integer
US,key-key,100<r<1000,https://catalog.data.gov/dataset/8e275b2b-8744-4d7b-b6a5-4a6d9fb039cc,3b42411a-e2d3-4b6a-ae36-71b17f3c28e4,UTF-8-SIG,0,https://catalog.data.gov/dataset/7333ca10-96ba-4012-9c97-c8944eabb64f,bb46d330-9a15-4f9a-8e70-a71222543df3,ascii,0,0.9,FALSE,FALSE,0.917647059,0,Parcel data vs Water storage,incremental integer
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/60f7622d-4c85-463d-988e-303f1c74ccf6,a7aab076-427a-4784-ba3d-fcbb9f9e6df4,ascii,2,https://catalog.data.gov/dataset/db84ae25-71a1-4cb9-80ef-9021dc9b02d2,c905ae7d-88ad-4380-8df5-8ce6281b49d7,ascii,1,1,FALSE,FALSE,26.08604954,0,WiredNYC Buildings vs Medical Advantage Enrollees,categorical string/char code
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/ef608a04-cd7d-4b42-b3e3-4e0bc225d171,1364b61e-bc59-415c-bbf3-c828971e223a,utf-8,5,https://catalog.data.gov/dataset/824ce4a8-ced0-4583-a5ac-e65b643f4385,3d688803-f8da-40ab-bf5c-64fa7dd50fd7,windows-1250,19,0.9,FALSE,FALSE,19.4014445,0,Contracts Code vs Covid,string
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/6de80853-c0b4-4647-8c5e-3d229c4fd754,3b0ce89f-9d00-4ec4-9c18-d45eb4e2c1fd,ascii,12,https://catalog.data.gov/dataset/21867ab7-4327-41b0-a24c-4e740ecd8fd9,e3c1ad04-aa85-4959-9491-21f50006a798,utf-8,20,0.9,FALSE,TRUE,6.064377682,0,Rentals vs Capital grants,categorical string/char code
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/bb055b56-7489-415b-9e6e-ba041b52de79,326faad6-8cc9-4b55-af8b-1abdebe1465c,ascii,3,https://catalog.data.gov/dataset/bb055b56-7489-415b-9e6e-ba041b52de79,b76c758a-209a-4f1b-b22d-4c039a13caa1,ascii,2,1,TRUE,TRUE,22.90670466,1,Marine,string
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/82f96aa7-ded4-41ad-9c87-2bc6716149d8,6ced5657-617a-4a2f-a032-9ee4c9d43fcb,UTF-8-SIG,55,https://catalog.data.gov/dataset/038cc4ce-dff0-43cd-8b0f-4153583de704,a926c09b-2976-4a3a-a071-199ec86acdcf,ascii,16,1,FALSE,FALSE,99.07622298,0,fish vs children,integer
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/bbbbf1b5-cf23-4884-b0ad-29940a818956,25fd850c-3471-4013-ab3f-4fa9ac5830e5,ascii,55,https://catalog.data.gov/dataset/f1585ec8-3751-4510-b3e9-623e2d1538ca,69102616-3605-440f-a151-c1a90513e6fc,ascii,59,1,FALSE,TRUE,14.84615385,1,workforce,string
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/55594d64-009a-4069-8bc6-2092ff0551f9,4c9b43dc-6550-4fe6-b96a-52adf1c713e8,windows-1250,29,https://catalog.data.gov/dataset/55594d64-009a-4069-8bc6-2092ff0551f9,b0c6b623-375e-467d-9d28-ebcb1fea3cd5,windows-1250,11,0.9,TRUE,FALSE,6.290064103,1,selection,number
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/1c4f58e6-f6cf-4d6e-a7f2-a7c2358ca0ed,2057d4f2-bc31-43cc-a028-9164ea325dc8,ascii,3,https://catalog.data.gov/dataset/5dd605b8-2235-428a-8793-5224fe6f02cf,f35337ed-627a-4246-a719-c8da5c0ef554,utf-8,3,1,FALSE,TRUE,71.41684023,1,nyserda energy,region
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/be317063-4f8f-4a4b-bee9-1ff9c20a2660,3a579034-c5f6-4e7e-8937-c96cc035b23e,UTF-8-SIG,23,https://catalog.data.gov/dataset/39db1396-67a4-43f3-84c1-464feceb5088,466ecce6-2f11-4d7d-ab29-93f06889f2d6,UTF-8-SIG,12,0.9,FALSE,FALSE,0.723404255,0,art vs ocean protection,integer
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/8179cef5-a85b-43bd-8619-16384f044f56,1578e6fd-520b-4697-9d84-f13e9e31cb3d,utf-8,0,https://catalog.data.gov/dataset/9b1d262b-7abe-4685-9058-3e1571f35291,af845478-0a9b-4559-b064-b1b02a1594eb,UTF-8-SIG,10,0.9,FALSE,TRUE,4.639053254,0,covid vs energy,town
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/bb055b56-7489-415b-9e6e-ba041b52de79,230b6027-cc9b-45d1-8552-02c296da422d,ascii,2,https://catalog.data.gov/dataset/bb055b56-7489-415b-9e6e-ba041b52de79,9dd83598-9b07-4776-8388-a9ff488847fc,ascii,3,1,TRUE,TRUE,20.08723135,1,ocean protection,string
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/19cae6d5-c0ab-4384-bc60-0be8d25d6321,0c59eae7-8710-4db8-8757-270b614ce859,UTF-8-SIG,5,https://catalog.data.gov/dataset/ccb4c03c-1767-41ba-ac9b-c50c0c15d481,b2fd2267-a4ec-46aa-bbf0-a41e524a794a,UTF-8-SIG,5,1,FALSE,TRUE,2.057471264,1,socio-economic,integer
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/76639e97-48c0-4727-8c55-0a71cf914bc2,59ba3e75-0cf9-4d39-a85a-47178abadb71,ascii,63,https://catalog.data.gov/dataset/445bdf94-d535-4d6d-ae8b-717279060167,7c9c84b7-8837-45ab-8a36-552a527ed35b,ascii,2,0.9,FALSE,FALSE,21.75409836,0,agriculture vs co2 emissions,integer
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/b5d32574-0509-4ca6-9d46-f9937400e87d,a5edc7d1-04dc-4530-86f4-95f6898e84cb,ascii,2,https://catalog.data.gov/dataset/1add7bab-f541-4ed9-819b-27d2e3df36eb,b3e654f8-a89c-457b-ae07-a980e22069ad,ascii,1,1,FALSE,TRUE,7.049382716,1,education,category string
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/89cb66fc-4d9b-4748-8776-4ccb4768d977,01e18a30-0900-4d68-bb77-87aed59061d0,ascii,3,https://catalog.data.gov/dataset/9476a79a-6170-4e14-8207-6495a040bab2,8cf41ca6-c770-4995-9af9-22f3966ff643,ascii,2,0.9,FALSE,FALSE,23.35675431,0,lobbyist activity vs vet technicans,char code
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/75694917-24d4-4d13-b342-fd89d624ff73,0b2ba829-16fb-48d0-8bfb-ccdfcfd3ae8b,ascii,0,https://catalog.data.gov/dataset/3f87a2d6-c75c-4ba1-b455-87078ffc7752,2f222cda-475b-47c3-9fd8-e26a25d80ddb,ascii,0,0.9,FALSE,FALSE,4.682539683,1,selection,char code
US,nonkey-nonkey,100<r<1000,https://catalog.data.gov/dataset/9fde34da-634f-4ce7-8e04-0ffa04d091ba,32b74778-9116-4a82-be48-c14038678e35,UTF-8-SIG,17,https://catalog.data.gov/dataset/133a3677-dc28-46ec-a3b3-1a1425b8c8a7,f8400ec6-e3c3-4c6e-98a1-d0f855cc1ec5,UTF-8-SIG,19,1,FALSE,TRUE,1.9375,1,business registration,string
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/00667612-5b46-4c37-89e0-2a50cd290033,0dcc9e6e-6b60-4811-9baf-36bd2b8c7198,ascii,8,https://catalog.data.gov/dataset/3368dd6c-6074-4e6f-b703-0febad5fe3a7,1ea41ba5-c286-4e4e-abff-29a5e2e38df6,UTF-8-SIG,2,0.9,FALSE,FALSE,0.784261269,0,Geology vs Wildlife,incremental integer
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/196149b4-b1cf-40ce-8ed0-150081426428,38cbe8bc-dcc0-4a3f-9465-60bda0d5c254,ascii,0,https://catalog.data.gov/dataset/410cddc7-a545-40cd-8b84-649004b47235,4f22bc50-3497-4684-8bce-223b3dd52fc9,UTF-8-SIG,0,0.9,FALSE,FALSE,0.909090909,0,Health Stats vs Wildlife,incremental integer
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/3d7ee59d-9e03-452f-ac24-d09718e1cb03,8efd0e7d-6903-4ef0-bf0f-bbf5e252432a,UTF-8-SIG,0,https://catalog.data.gov/dataset/831dc46f-93e3-4dab-b41f-4313d6693109,ded70dd2-8300-47b5-9fff-3dda341779bc,UTF-8-SIG,1,0.9,FALSE,FALSE,0.939142462,0,Hydrography vs Population & Housing,incremental integer
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/0b84e6ad-7555-4cbd-9daa-9b9f9748da8a,109b1009-4592-4bfc-a77f-14de2c2e8186,ascii,0,https://catalog.data.gov/dataset/676e1dce-7950-4f16-93c4-b6388c9182fe,67938543-c0f9-4441-80db-1f01281cced0,utf-8,2,0.9,FALSE,FALSE,0.950056754,0,Population Estimate vs Tech Survey,string
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/efc4b8e5-2c98-42ff-9a0f-3495394fff4b,2f426034-e4a8-4aaf-b55f-ca03263851f6,ascii,5,https://catalog.data.gov/dataset/86c00fea-7667-4e91-a84c-b9543f6b6143,95d73659-f249-4d8a-901d-7a7bdb8d623c,ascii,0,0.9,FALSE,FALSE,0.870786517,0,Cook County Department vs Care4Kids,incremental integer
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/cc4d25c2-9936-435f-9604-73e81d1173e0,93945aa0-779b-4905-aa1a-3a75f7d90c0b,UTF-8-SIG,17,https://catalog.data.gov/dataset/0b9ee2f5-f563-484e-bb56-ff68bc2928f7,fdddfb8c-77eb-4529-a7de-b11bb772dce6,ascii,11,0.9,FALSE,FALSE,0.967830253,0,Wildlife vs Hydrology,incremental integer
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/bb055b56-7489-415b-9e6e-ba041b52de79,1ab7a1f5-9b24-40b8-863c-578f5bed1f4b,ascii,1,https://catalog.data.gov/dataset/bb055b56-7489-415b-9e6e-ba041b52de79,5a4e577d-7128-4441-b69c-3284d7bca7e6,ascii,1,1,TRUE,TRUE,1,1,Marine,date timestamp
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/b0f14fd8-5a4f-4e14-aab9-e145ab7749c1,26341cf6-1d35-4345-83de-b0dd6532d57d,UTF-8-SIG,0,https://catalog.data.gov/dataset/a6cab576-5918-40c2-b6b0-252205d43c8c,7c67e0e0-4724-4467-ae61-be05457f0ca8,cp775,11,0.9,FALSE,FALSE,1,0,Wildlife vs Seafloor Habitats,incremental integer
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/9d1c6caa-600a-4867-83c0-07b8f53a01fe,857dac07-4396-485b-824b-a0523abfca0b,ascii,0,https://catalog.data.gov/dataset/fc0b8cce-9ee5-4a3a-a2ea-72261e69c927,c3259eb8-01d2-4fce-bffd-368798ca5e4d,ascii,1,0.9,FALSE,FALSE,0.900584795,0,Project vs Real Estate,incremental integer
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/8692d037-8fd3-4c63-8df9-33e816757288,650ecc0d-17ca-4ce3-b36d-332d15acb8bc,ascii,14,https://catalog.data.gov/dataset/76783d32-4436-4076-b297-dda1e8e4e698,a021a49e-4e8d-41c6-99c9-ce4a4b619faf,UTF-8-SIG,0,0.9,FALSE,FALSE,0.978147152,0,Survey vs Wildlife,incremental integer
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/f0ac3365-7567-4b5f-8027-70def69fe5db,7472632c-9d97-4f78-af3d-b8b3d3733f91,UTF-8-SIG,15,https://catalog.data.gov/dataset/1248c42a-f8fc-4e66-b5f5-8c9f721dc99f,927f01a6-0fef-4ec6-b659-794ab420992a,UTF-8-SIG,13,0.9,FALSE,TRUE,0.926188069,0,Childcare ZIP Code vs Blood level ZIP Code,categorical string/char code
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/cce3c512-b3fc-41d1-a686-ec5dde4d3da3,22aec837-36b7-4f7d-9191-f4dd93ef0f60,UTF-8-SIG,0,https://catalog.data.gov/dataset/a134d4d4-7687-467d-a6cf-632147fc19ae,d439c8fa-6c57-4141-9185-b7dd4184b092,ascii,2,0.9,FALSE,FALSE,0.998084075,0,Bus Routes vs Survey,incremental integer
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/d35edd5c-5b72-459f-9b3d-dd5b90ebea24,4e205c47-bae5-465f-bee4-2e37d3d91aba,ascii,0,https://catalog.data.gov/dataset/fdf31f6b-276c-4274-9a54-11602c39be26,b30924df-9f4b-494d-b4b7-e201b5b49fad,ascii,1,0.9,FALSE,TRUE,0.909090909,0,Survey vs Income,date timestamp
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/3c7032e6-4171-4520-97bb-43167e7dda90,589d9807-177a-442b-9d6a-27a8f0665585,UTF-8-SIG,0,https://catalog.data.gov/dataset/d3b664a1-71b3-4057-9af2-c585404c080b,9d1f74d6-307c-4f14-a1f1-53087a4848f3,UTF-8-SIG,9,0.9,FALSE,FALSE,0.996506128,0,Wildlife vs Water wells,incremental integer
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/55594d64-009a-4069-8bc6-2092ff0551f9,8e398174-7ea7-4412-a984-9647902a96f4,windows-1250,0,https://catalog.data.gov/dataset/55594d64-009a-4069-8bc6-2092ff0551f9,dc55a74c-be53-480c-a604-86a5f50813e3,mac_latin2,0,0.9,TRUE,FALSE,0.974358974,2,MCC Country Selection,string
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/9338246d-9c94-472b-85e5-ed629cddbff7,1a64ac57-43e0-46a1-a7ca-de6c8821d333,ascii,2,https://catalog.data.gov/dataset/e3f34257-af6a-4f03-886a-b59570a99b97,bc7e6717-d76c-4225-90e1-f3ff073f7c26,ascii,1,0.9,FALSE,FALSE,0.99,0,What works cities vs Traffic Fatalities,incremental integer
US,key-nonkey,100<r<1000,https://catalog.data.gov/dataset/3e6aa010-9ceb-426a-b80e-7160a6a20150,a30133ea-19b3-49d8-b3c0-212a1fcfa606,ascii,8,https://catalog.data.gov/dataset/73e9243c-6c7d-4255-b7c1-1bbd08249da9,b8305783-19a1-46ee-81e1-29a0080f1b95,ascii,0,0.9,FALSE,FALSE,0.879428874,0,Survey vs Covid 19 Tests,incremental integer
US,key-key,r>=1000,https://catalog.data.gov/dataset/d3e3f7c9-2219-4c3b-81e6-74cf468db12d,986bb69e-789d-4a2c-b1dd-daba40275d03,utf-8,29,https://catalog.data.gov/dataset/ea99b40b-3d27-4e5b-b138-12eb65fb088f,ca60c2a9-f16e-4ac3-aabd-711d85a35b74,utf-8,21,1,FALSE,TRUE,1,0,Diseases,date timestamp
US,key-key,r>=1000,https://catalog.data.gov/dataset/5516edc6-8b2e-47bb-8a27-7c0f131b6c03,32254a9f-6684-460e-9810-acfdfba7d7a8,UTF-8-SIG,0,https://catalog.data.gov/dataset/746d4244-57b6-456f-a7ea-9c03a025ef7b,8a18faf3-d245-4096-8688-cd03385cb57c,ascii,0,0.9,FALSE,FALSE,0.909914859,0,Water stream vs Lottery Retailers,incremental integer
US,key-key,r>=1000,https://catalog.data.gov/dataset/b70ae961-68b2-44cd-b682-ad453d9e1b7b,3996337f-e07c-4f92-9f50-7b813d75b683,UTF-8-SIG,0,https://catalog.data.gov/dataset/d6764851-038c-4379-bdcf-4bccb87547c7,8696f661-2452-419d-b4a5-3ff7996a2d3e,UTF-8-SIG,2,0.9,FALSE,TRUE,0.932269717,0,Wildlife,incremental integer
US,key-key,r>=1000,https://catalog.data.gov/dataset/4abd53d1-9f11-488d-a411-5abdf2ebf8f3,912f43d1-ae6e-4dcc-9273-5279b418edf7,ascii,0,https://catalog.data.gov/dataset/3f4f2f11-30d0-46c0-ba1f-67cf3552c520,bc7ee5f4-5d67-4068-8444-66360d34e3b7,UTF-8-SIG,3,0.9,FALSE,FALSE,0.915003696,0,Underwater vs Public Health,incremental integer
US,key-key,r>=1000,https://catalog.data.gov/dataset/bd5beb7b-7e72-45bc-a800-5243ea643b8d,e30e94fd-95ec-4599-a4c4-0a9e4394dc50,utf-8,29,https://catalog.data.gov/dataset/8b66fe9f-8645-44f4-b32e-0c3c8beb710f,f091ddb1-caee-4aaa-af62-323c472f0e72,utf-8,21,1,FALSE,TRUE,1,0,Diseases,date timestamp
US,key-key,r>=1000,https://catalog.data.gov/dataset/fa2474ab-6133-4b9b-a622-9b1c80efa78b,01ee9f06-e87a-45bc-802f-526f22f9cce9,UTF-8-SIG,0,https://catalog.data.gov/dataset/6c6a0943-82c7-45db-b5b9-8136ae1930f9,55b741bc-b2a2-4874-acd9-b7b1275e0daa,UTF-8-SIG,0,0.9,FALSE,TRUE,0.996927704,0,Wildlife vs GIS,incremental integer
US,key-key,r>=1000,https://catalog.data.gov/dataset/44e16ba0-2426-460d-b8b9-3c8e17d262a9,d1cecae5-1648-4958-a527-d0ca9941d556,utf-8,0,https://catalog.data.gov/dataset/dfcfddea-702b-4bc2-b38f-5b97019626d7,fddf4898-7478-494d-b1d5-c8a137b63b09,utf-8,0,0.9,FALSE,TRUE,0.978971963,2,Quality Review,categorical string/char code
US,key-key,r>=1000,https://catalog.data.gov/dataset/c5e0e39d-be87-428f-8f7c-1003afe88cbd,00aee0c3-c01e-4f40-8ccf-8f8390787e69,ascii,0,https://catalog.data.gov/dataset/16d9f1c8-68eb-4ff4-9e25-4cdd81f6479f,5a5c8b8f-42a8-449f-9539-62f95ed4fdda,UTF-8-SIG,0,0.9,FALSE,TRUE,0.925293331,0,Bridge vs GIS,incremental integer
US,key-key,r>=1000,https://catalog.data.gov/dataset/4fb0e2d7-79aa-4146-944e-ea4d640e4161,1cd689ac-0f9a-4b08-bc67-7dd2c8b3c7e8,ascii,0,https://catalog.data.gov/dataset/4fb0e2d7-79aa-4146-944e-ea4d640e4161,cafae51b-6d47-40c7-80df-e7d2eede1f97,ascii,0,1,TRUE,TRUE,1,2,CO2 and CH4 Observations,date timestamp
US,key-key,r>=1000,https://catalog.data.gov/dataset/4fb0e2d7-79aa-4146-944e-ea4d640e4161,704752dd-4dc0-459e-8676-78f308237952,ascii,0,https://catalog.data.gov/dataset/4fb0e2d7-79aa-4146-944e-ea4d640e4161,fc058fda-949f-4174-8f5b-0c7ef5a7a8b1,ascii,0,1,TRUE,TRUE,1,2,CO2 and CH4 Observations,date timestamp
US,key-key,r>=1000,https://catalog.data.gov/dataset/072224b6-5599-4617-bf12-91c36f28cc43,0184ad7c-f710-4044-a37f-301241fcc560,utf-8,1,https://catalog.data.gov/dataset/4972de10-e81c-4beb-8e3c-d9baa9eda388,5cf87122-29b3-4c46-87af-c239a66b413b,utf-8,1,0.9,FALSE,TRUE,0.952399841,2,Executive Budget vs Enacted Budget,categorical string/char code
US,key-key,r>=1000,https://catalog.data.gov/dataset/4fb0e2d7-79aa-4146-944e-ea4d640e4161,2e133d2f-5269-40af-b21e-4e22fa1212cf,ascii,0,https://catalog.data.gov/dataset/4fb0e2d7-79aa-4146-944e-ea4d640e4161,d0c2d5f9-f9dd-44da-901e-255152395e68,ascii,0,1,TRUE,TRUE,1,2,CO2 and CH4 Observations,date timestamp
